POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA,buffer.3a_OPERACION,buffer.3a_TIPO,buffer.3a_LATITUD,buffer.3a_LONGITUD,buffer.3a_M2TOTAL,buffer.3a_PRECIOUSD,buffer.3a_BARRIO,buffer.3a_COMUNA,Matrix_distancia_f_TargetID,Matrix_distancia_f_Distance,Matrix_distancia_f_buffer.3a_OPERACION,Matrix_distancia_f_buffer.3a_TIPO,Matrix_distancia_f_buffer.3a_LATITUD,Matrix_distancia_f_buffer.3a_LONGITUD,Matrix_distancia_f_buffer.3a_M2TOTAL,Matrix_distancia_f_buffer.3a_PRECIOUSD,Matrix_distancia_f_buffer.3a_BARRIO,Matrix_distancia_f_buffer.3a_COMUNA,Matrix_.distancia_S_TargetID,Matrix_.distancia_S_Distance,count_NUMPOINTS,Matriz_distancia_O_TargetID,Matriz_distancia_O_Distance,residuos_reg_base,ln_preciousd,ln_m2total
1445,VTA,TERRENO,-34.6089152,-58.440106,550,1200000,CABALLITO,6,VTA,TERRENO,-34.6089152,-58.440106,550,1200000,CABALLITO,6,-58.4436522,1191.09693539037,VTA,TERRENO,-34.6089152,-58.440106,550,1200000,CABALLITO,6,-58.4364285288493,1092.24606732345,656,Obelisco,5397.9232532203,0.13598412669912485,13.997832114758229,6.309918278226516
1446,VTA,TERRENO,-34.602495,-58.4401053,206,900000,VILLA CRESPO,15,VTA,TERRENO,-34.602495,-58.4401053,206,900000,VILLA CRESPO,15,-58.4436522,1886.31062744878,VTA,TERRENO,-34.602495,-58.4401053,206,900000,VILLA CRESPO,15,-58.4397714984155,392.52827056452,782,Obelisco,5368.960823176,0.3483741282621447,13.710150042306449,5.327876168789581
1447,VTA,TERRENO,-34.6110542,-58.4400952,253,600000,CABALLITO,6,VTA,TERRENO,-34.6110542,-58.4400952,253,600000,CABALLITO,6,-58.4436522,965.338287647777,VTA,TERRENO,-34.6110542,-58.4400952,253,600000,CABALLITO,6,-58.4364285288493,869.262932848093,617,Obelisco,5427.32999119022,-0.10125601957120818,13.304684934198283,5.53338948872752
1448,VTA,TERRENO,-34.6059778,-58.4400355,195,1150000,VILLA CRESPO,15,VTA,TERRENO,-34.6059778,-58.4400355,195,1150000,VILLA CRESPO,15,-58.4436522,1508.60784739561,VTA,TERRENO,-34.6059778,-58.4400355,195,1150000,VILLA CRESPO,15,-58.4397714984155,778.067784018714,618,Obelisco,5366.55832204508,0.6257151375687642,13.955272500339433,5.272999558563747
1449,VTA,TERRENO,-34.602987,-58.4400094,241,1000000,VILLA CRESPO,15,VTA,TERRENO,-34.602987,-58.4400094,241,1000000,VILLA CRESPO,15,-58.4436522,1834.15506628122,VTA,TERRENO,-34.602987,-58.4400094,241,1000000,VILLA CRESPO,15,-58.4397714984155,446.445063156869,793,Obelisco,5359.04304407445,0.3616050520480681,13.815510557964274,5.484796933490655
1450,VTA,TERRENO,-34.628742,-58.439816,1150,950000,CABALLITO,6,VTA,TERRENO,-34.628742,-58.439816,1150,950000,CABALLITO,6,-58.4436522,1110.80468110819,VTA,TERRENO,-34.628742,-58.439816,1150,950000,CABALLITO,6,-58.4421707059652,334.234896477124,554,Obelisco,6018.12312196955,-0.5306816959407172,13.764217263576723,7.047517221357296
1451,VTA,TERRENO,-34.5631928,-58.4398097,150,1250000,PALERMO,14,VTA,TERRENO,-34.5631928,-58.4398097,150,1250000,PALERMO,14,-58.4489445,969.580885429275,VTA,TERRENO,-34.5631928,-58.4398097,150,1250000,PALERMO,14,-58.4446681483349,878.111003607659,286,Obelisco,6981.72994631872,0.5274320741830271,14.038654109278484,5.0106352940962555
1452,VTA,TERRENO,-34.591287,-58.439747,121,650000,VILLA CRESPO,15,VTA,TERRENO,-34.591287,-58.439747,121,650000,VILLA CRESPO,15,-58.4274154,1715.58826198591,VTA,TERRENO,-34.591287,-58.439747,121,650000,VILLA CRESPO,15,-58.4475730925312,719.553315856666,626,Obelisco,5510.19190019146,0.33534398132593063,13.38472764187182,4.795790545596741
1453,VTA,TERRENO,-34.586463,-58.439743,268,1000000,PALERMO,14,VTA,TERRENO,-34.586463,-58.439743,268,1000000,PALERMO,14,-58.435404,1258.06681675904,VTA,TERRENO,-34.586463,-58.439743,268,1000000,PALERMO,14,-58.4475730925312,925.138148243384,755,Obelisco,5667.69145090359,-0.03644117031997469,13.815510557964274,5.5909869805108565
1454,VTA,TERRENO,-34.6099472,-58.439735400000004,300,1980000,CABALLITO,6,VTA,TERRENO,-34.6099472,-58.439735400000004,300,1980000,CABALLITO,6,-58.4436522,1092.11906444921,VTA,TERRENO,-34.6099472,-58.439735400000004,300,1980000,CABALLITO,6,-58.4364285288493,972.865994064249,656,Obelisco,5377.59330896936,0.9926271948143084,14.498607402670718,5.703782474656201
1455,VTA,TERRENO,-34.5804188,-58.4396817,332,690000,PALERMO,14,VTA,TERRENO,-34.5804188,-58.4396817,332,690000,PALERMO,14,-58.435404,653.830704023458,VTA,TERRENO,-34.5804188,-58.4396817,332,690000,PALERMO,14,-58.4350135337338,722.090718515714,408,Obelisco,5922.99472107569,-0.5332330611646864,13.444446876573442,5.805134968916488
1456,VTA,TERRENO,-34.596876,-58.439628,750,1350000,VILLA CRESPO,15,VTA,TERRENO,-34.596876,-58.439628,750,1350000,VILLA CRESPO,15,-58.4274154,2214.08589181585,VTA,TERRENO,-34.596876,-58.439628,750,1350000,VILLA CRESPO,15,-58.4397714984155,232.374911726712,807,Obelisco,5377.53044491255,-0.0048212629710117,14.115615150414612,6.620073206530356
1457,VTA,TERRENO,-34.606687,-58.439623,225,499000,CABALLITO,6,VTA,TERRENO,-34.606687,-58.439623,225,499000,CABALLITO,6,-58.4436522,1441.19725973013,VTA,TERRENO,-34.606687,-58.439623,225,499000,CABALLITO,6,-58.4397714984155,856.47312247424,608,Obelisco,5333.01434872145,-0.21671810176107167,13.120361374733656,5.41610040220442
1458,VTA,TERRENO,-34.5804138,-58.4396216,332,690000,PALERMO,14,VTA,TERRENO,-34.5804138,-58.4396216,332,690000,PALERMO,14,-58.435404,650.089555337576,VTA,TERRENO,-34.5804138,-58.4396216,332,690000,PALERMO,14,-58.4350135337338,718.384910308361,408,Obelisco,5918.27700457076,-0.5332330611646864,13.444446876573442,5.805134968916488
1459,VTA,TERRENO,-34.596902300000004,-58.4395534,750,1250000,VILLA CRESPO,15,VTA,TERRENO,-34.596902300000004,-58.4395534,750,1250000,VILLA CRESPO,15,-58.4274154,2213.15114154459,VTA,TERRENO,-34.596902300000004,-58.4395534,750,1250000,VILLA CRESPO,15,-58.4397714984155,229.956196969309,792,Obelisco,5370.3434645903,-0.08178230410713953,14.038654109278484,6.620073206530356
1460,VTA,TERRENO,-34.5881135,-58.439483,230,1200000,CHACARITA,15,VTA,TERRENO,-34.5881135,-58.439483,230,1200000,CHACARITA,15,-58.435404,1426.48005367793,VTA,TERRENO,-34.5881135,-58.439483,230,1200000,CHACARITA,15,-58.4475730925312,843.062339984049,768,Obelisco,5585.75742163325,0.6327810994057536,13.997832114758229,5.438079308923196
1461,VTA,TERRENO,-34.6109747,-58.4393962,311,1950000,CABALLITO,6,VTA,TERRENO,-34.6109747,-58.4393962,311,1950000,CABALLITO,6,-58.4436522,996.954434271013,VTA,TERRENO,-34.6109747,-58.4393962,311,1950000,CABALLITO,6,-58.4364285288493,854.884273600641,656,Obelisco,5362.62123493072,0.9562176710344265,14.48333993053993,5.739792912179234
1462,VTA,TERRENO,-34.5747913,-58.4393555,194,890000,PALERMO,14,VTA,TERRENO,-34.5747913,-58.4393555,194,890000,PALERMO,14,-58.435404,376.48033784495,VTA,TERRENO,-34.5747913,-58.4393555,194,890000,PALERMO,14,-58.4350135337338,400.715824069702,467,Obelisco,6195.4052548865,0.03673684983220943,13.698976741708323,5.267858159063328
1463,VTA,TERRENO,-34.5878749,-58.4393429,147,950000,PALERMO,14,VTA,TERRENO,-34.5878749,-58.4393429,147,950000,PALERMO,14,-58.435404,1397.577008549,VTA,TERRENO,-34.5878749,-58.4393429,147,950000,PALERMO,14,-58.4475730925312,867.103582865731,776,Obelisco,5581.82663966624,0.2648564195952407,13.764217263576723,4.990432586778736
1464,VTA,TERRENO,-34.623057,-58.439337,2900,1650000,CABALLITO,6,VTA,TERRENO,-34.623057,-58.439337,2900,1650000,CABALLITO,6,-58.4436522,579.229589578383,VTA,TERRENO,-34.623057,-58.439337,2900,1650000,CABALLITO,6,-58.4411776251109,339.160458561479,754,Obelisco,5713.96178452563,-0.521658867418563,14.316285845876763,7.9724660159745655
1465,VTA,TERRENO,-34.5756499,-58.439315,1400,1100000,PALERMO,14,VTA,TERRENO,-34.5756499,-58.439315,1400,1100000,PALERMO,14,-58.435404,358.91331377783,VTA,TERRENO,-34.5756499,-58.439315,1400,1100000,PALERMO,14,-58.4350135337338,398.141668985791,463,Obelisco,6143.37841325626,-0.9117633733892848,13.9108207377686,7.24422751560335
1466,VTA,TERRENO,-34.5868295,-58.4392672,431,1450000,PALERMO,14,VTA,TERRENO,-34.5868295,-58.4392672,431,1450000,PALERMO,14,-58.435404,1283.96760683736,VTA,TERRENO,-34.5868295,-58.4392672,431,1450000,PALERMO,14,-58.4475730925312,935.278618299683,781,Obelisco,5612.91357867734,0.05617451073156074,14.187074114396758,6.066108090103747
1467,VTA,TERRENO,-34.5884441,-58.4392391,538,2300000,CHACARITA,15,VTA,TERRENO,-34.5884441,-58.4392391,538,2300000,CHACARITA,15,-58.435404,1456.33324791285,VTA,TERRENO,-34.5884441,-58.4392391,538,2300000,CHACARITA,15,-58.4475730925312,846.452196314688,763,Obelisco,5553.17719634026,0.7844556265557927,14.648419680899378,6.2878585601617845
1468,VTA,TERRENO,-34.5903108,-58.4392252,1294,2500000,VILLA CRESPO,15,VTA,TERRENO,-34.5903108,-58.4392252,1294,2500000,VILLA CRESPO,15,-58.4274154,1603.00602140016,VTA,TERRENO,-34.5903108,-58.4392252,1294,2500000,VILLA CRESPO,15,-58.4475730925312,781.587507610485,689,Obelisco,5492.23304758082,0.29114373278135003,14.73180128983843,7.165493475060845
1469,VTA,TERRENO,-34.6034545,-58.4391777,316,985000,VILLA CRESPO,15,VTA,TERRENO,-34.6034545,-58.4391777,316,985000,VILLA CRESPO,15,-58.4436522,1799.04001931108,VTA,TERRENO,-34.6034545,-58.4391777,316,985000,VILLA CRESPO,15,-58.4397714984155,500.743942702019,696,Obelisco,5282.20237644695,0.18741700415317303,13.800396920154226,5.755742213586912
1470,VTA,TERRENO,-34.5911454,-58.4391508,121,300000,VILLA CRESPO,15,VTA,TERRENO,-34.5911454,-58.4391508,121,300000,VILLA CRESPO,15,-58.4274154,1667.99189163591,VTA,TERRENO,-34.5911454,-58.4391508,121,300000,VILLA CRESPO,15,-58.4475730925312,775.26569596306,624,Obelisco,5461.25556260802,-0.437845906907551,12.611537753638338,4.795790545596741
1471,VTA,TERRENO,-34.5863893,-58.4391072,231,880000,PALERMO,14,VTA,TERRENO,-34.5863893,-58.4391072,231,880000,PALERMO,14,-58.435404,1232.9803239103,VTA,TERRENO,-34.5863893,-58.4391072,231,880000,PALERMO,14,-58.4475730925312,976.05582276955,777,Obelisco,5615.62552394342,-0.07704818759386638,13.687677186454389,5.442417710521793
1472,VTA,TERRENO,-34.6296941,-58.4391072,300,1200000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.6296941,-58.4391072,300,1200000,PARQUE CHACABUCO,7,-58.4436522,1231.89557482048,VTA,TERRENO,-34.6296941,-58.4391072,300,1200000,PARQUE CHACABUCO,7,-58.4421707059652,318.222803730365,491,Obelisco,6010.40233991387,0.8530142585436917,13.997832114758229,5.703782474656201
1473,VTA,TERRENO,-34.5878639,-58.4389305,159,810000,PALERMO,14,VTA,TERRENO,-34.5878639,-58.4389305,159,810000,PALERMO,14,-58.435404,1387.08728107287,VTA,TERRENO,-34.5878639,-58.4389305,159,810000,PALERMO,14,-58.4475730925312,900.819304117242,818,Obelisco,5546.320510835,0.05935729168248633,13.604789526648622,5.0689042022202315
1474,VTA,TERRENO,-34.5907955,-58.438907,1300,950000,VILLA CRESPO,15,VTA,TERRENO,-34.5907955,-58.438907,1300,950000,VILLA CRESPO,15,-58.4274154,1623.92872885972,VTA,TERRENO,-34.5907955,-58.438907,1300,950000,VILLA CRESPO,15,-58.4475730925312,801.586925253703,654,Obelisco,5449.73136006744,-0.6791562998256092,13.764217263576723,7.170119543449628
1475,VTA,TERRENO,-34.5878982,-58.4389061,159,850000,PALERMO,14,VTA,TERRENO,-34.5878982,-58.4389061,159,850000,PALERMO,14,-58.435404,1390.2684715856701,VTA,TERRENO,-34.5878982,-58.4389061,159,850000,PALERMO,14,-58.4475730925312,900.994231333326,818,Obelisco,5542.99061507893,0.107559393500363,13.652991628466498,5.0689042022202315
1476,VTA,TERRENO,-34.6399967,-58.4389045,551,300000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.6399967,-58.4389045,551,300000,PARQUE CHACABUCO,7,-58.4199555,1956.85042184936,VTA,TERRENO,-34.6399967,-58.4389045,551,300000,PARQUE CHACABUCO,7,-58.4421707059652,1037.55862062082,490,Obelisco,6619.50351762181,-0.890214384418691,12.611537753638338,6.311734809152915
1477,VTA,TERRENO,-34.5867408,-58.4388992,176,740000,PALERMO,14,VTA,TERRENO,-34.5867408,-58.4388992,176,740000,PALERMO,14,-58.435404,1265.53869964885,VTA,TERRENO,-34.5867408,-58.4388992,176,740000,PALERMO,14,-58.4475730925312,968.559557614029,796,Obelisco,5584.41751586195,-0.0906651794798394,13.514405465180353,5.170483995038151
1478,VTA,TERRENO,-34.5867383,-58.4388966,177,700000,PALERMO,14,VTA,TERRENO,-34.5867383,-58.4388966,177,700000,PALERMO,14,-58.435404,1265.20998108496,VTA,TERRENO,-34.5867383,-58.4388966,177,700000,PALERMO,14,-58.4475730925312,968.91364616415,796,Obelisco,5584.28662012573,-0.1495614360839834,13.458835614025542,5.176149732573829
1479,VTA,TERRENO,-34.5897002,-58.4386565,226,800000,VILLA CRESPO,15,VTA,TERRENO,-34.5897002,-58.4386565,226,800000,VILLA CRESPO,15,-58.4274154,1517.83975416836,VTA,TERRENO,-34.5897002,-58.4386565,226,800000,VILLA CRESPO,15,-58.4475730925312,848.089262378243,728,Obelisco,5460.95775489007,0.17619026010942965,13.592367006650065,5.420534999272286
1480,VTA,TERRENO,-34.5844043,-58.4386258,333,675000,PALERMO,14,VTA,TERRENO,-34.5844043,-58.4386258,333,675000,PALERMO,14,-58.435404,1009.29822742685,VTA,TERRENO,-34.5844043,-58.4386258,333,675000,PALERMO,14,-58.4350135337338,1075.78736956176,737,Obelisco,5653.94792427358,-0.5569777105415237,13.422467969854667,5.808142489980444
1481,VTA,TERRENO,-34.6079919,-58.4385869,223,700000,CABALLITO,6,VTA,TERRENO,-34.6079919,-58.4385869,223,700000,CABALLITO,6,-58.4436522,1331.90336417264,VTA,TERRENO,-34.6079919,-58.4385869,223,700000,CABALLITO,6,-58.4312738603246,931.762074197929,620,Obelisco,5249.20025383931,0.12699821692046245,13.458835614025542,5.407171771460119
1482,VTA,TERRENO,-34.5938091,-58.4384794,427,800000,VILLA CRESPO,15,VTA,TERRENO,-34.5938091,-58.4384794,427,800000,VILLA CRESPO,15,-58.4274154,1869.09580377093,VTA,TERRENO,-34.5938091,-58.4384794,427,800000,VILLA CRESPO,15,-58.4397714984155,584.369846703825,584,Obelisco,5332.9767761747,-0.19735725666670145,13.592367006650065,6.056784013228625
1483,VTA,TERRENO,-34.590423,-58.438455,415,950000,VILLA CRESPO,15,VTA,TERRENO,-34.590423,-58.438455,415,950000,VILLA CRESPO,15,-58.4274154,1565.58445582205,VTA,TERRENO,-34.590423,-58.438455,415,950000,VILLA CRESPO,15,-58.4475730925312,848.742814171597,696,Obelisco,5420.85124950531,-0.00877116850056874,13.764217263576723,6.028278520230698
1484,VTA,TERRENO,-34.645109,-58.438411,420,220000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.645109,-58.438411,420,220000,PARQUE CHACABUCO,7,-58.4199555,1724.53442094968,VTA,TERRENO,-34.645109,-58.438411,420,220000,PARQUE CHACABUCO,7,-58.4502782563709,1455.87613999513,436,Obelisco,6944.67092819759,-1.0409809063108015,12.301382825334498,6.040254711277414
1485,VTA,TERRENO,-34.604034,-58.43831,182,600000,VILLA CRESPO,15,VTA,TERRENO,-34.604034,-58.43831,182,600000,VILLA CRESPO,15,-58.4436522,1757.02108767826,VTA,TERRENO,-34.604034,-58.43831,182,600000,VILLA CRESPO,15,-58.4397714984155,577.825436884685,680,Obelisco,5202.62523563287,0.01563390661067238,13.304684934198283,5.204006687076795
1486,VTA,TERRENO,-34.6411017,-58.4382904,1800,1800000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.6411017,-58.4382904,1800,1800000,PARQUE CHACABUCO,7,-58.4199555,1852.29504318583,VTA,TERRENO,-34.6411017,-58.4382904,1800,1800000,PARQUE CHACABUCO,7,-58.4421707059652,1171.32178023419,456,Obelisco,6650.58167607649,0.20652127208703117,14.403297222866392,7.495541943884256
1487,VTA,TERRENO,-34.588607,-58.4381236,1300,950000,PALERMO,14,VTA,TERRENO,-34.588607,-58.4381236,1300,950000,PALERMO,14,-58.4274154,1396.42182532628,VTA,TERRENO,-34.588607,-58.4381236,1300,950000,PALERMO,14,-58.4475730925312,933.081058578702,837,Obelisco,5450.22766572984,-1.0148573908054268,13.764217263576723,7.170119543449628
1488,VTA,TERRENO,-34.5924107,-58.4381092,280,950000,VILLA CRESPO,15,VTA,TERRENO,-34.5924107,-58.4381092,280,950000,VILLA CRESPO,15,-58.4274154,1721.29877725211,VTA,TERRENO,-34.5924107,-58.4381092,280,950000,VILLA CRESPO,15,-58.4397714984155,743.164756534091,620,Obelisco,5334.1419075556,0.2222497126686392,13.764217263576723,5.634789603169249
1489,VTA,TERRENO,-34.5765142,-58.4380147,380,470000,PALERMO,14,VTA,TERRENO,-34.5765142,-58.4380147,380,470000,PALERMO,14,-58.435404,255.815516210194,VTA,TERRENO,-34.5765142,-58.4380147,380,470000,PALERMO,14,-58.4350135337338,312.717583040152,470,Obelisco,5991.96509437818,-0.9964729804199554,13.060487973686241,5.940171252720432
1490,VTA,TERRENO,-34.5933317,-58.4379862,200,500000,VILLA CRESPO,15,VTA,TERRENO,-34.5933317,-58.4379862,200,500000,VILLA CRESPO,15,-58.4274154,1800.07837265666,VTA,TERRENO,-34.5933317,-58.4379862,200,500000,VILLA CRESPO,15,-58.4397714984155,646.277421698906,590,Obelisco,5299.99463669304,-0.2220582980729931,13.122363377404328,5.298317366548036
1491,VTA,TERRENO,-34.589274,-58.437978,614,3600000,VILLA CRESPO,15,VTA,TERRENO,-34.589274,-58.437978,614,3600000,VILLA CRESPO,15,-58.4274154,1440.91847691122,VTA,TERRENO,-34.589274,-58.437978,614,3600000,VILLA CRESPO,15,-58.4475730925312,921.07154200632306,795,Obelisco,5415.14135682193,1.0934757462359654,15.096444403426338,6.419994928147142
1492,VTA,TERRENO,-34.6620527,-58.4379585,260,200000,VILLA SOLDATI,8,VTA,TERRENO,-34.6620527,-58.4379585,260,200000,VILLA SOLDATI,8,-58.4408973,269.880357679761,VTA,TERRENO,-34.6620527,-58.4379585,260,200000,VILLA SOLDATI,8,-58.4616517616898,3006.61727664579,163,Obelisco,8281.60452959337,0.12022392017515122,12.206072645530174,5.560681631015528
1493,VTA,TERRENO,-34.5998731,-58.4378952,554,4500000,VILLA CRESPO,15,VTA,TERRENO,-34.5998731,-58.4378952,554,4500000,VILLA CRESPO,15,-58.4436522,2212.82595467015,VTA,TERRENO,-34.5998731,-58.4378952,554,4500000,VILLA CRESPO,15,-58.4397714984155,199.295835368386,870,Obelisco,5182.21038488991,1.376991856849801,15.319587954740548,6.317164686747284
1494,VTA,TERRENO,-34.6026022,-58.4378561,426,1300000,VILLA CRESPO,15,VTA,TERRENO,-34.6026022,-58.4378561,426,1300000,VILLA CRESPO,15,-58.4436522,1921.16991224076,VTA,TERRENO,-34.6026022,-58.4378561,426,1300000,VILLA CRESPO,15,-58.4397714984155,439.840482830455,833,Obelisco,5162.41481207386,0.2895271341682947,14.077874822431765,6.054439346269371
1495,VTA,TERRENO,-34.5747527,-58.4377775,258,1200000,PALERMO,14,VTA,TERRENO,-34.5747527,-58.4377775,258,1200000,PALERMO,14,-58.435404,242.055596237666,VTA,TERRENO,-34.5747527,-58.4377775,258,1200000,PALERMO,14,-58.4350135337338,257.973616925216,452,Obelisco,6074.30341656969,0.16820661233874598,13.997832114758229,5.552959584921617
1496,VTA,TERRENO,-34.587367,-58.437628,128,840000,PALERMO,14,VTA,TERRENO,-34.587367,-58.437628,128,840000,PALERMO,14,-58.4274154,1268.32147890442,VTA,TERRENO,-34.587367,-58.437628,128,840000,PALERMO,14,-58.4475730925312,1032.19317343578,911,Obelisco,5451.2497275874,0.22305357500032005,13.641157170819497,4.852030263919617
1497,VTA,TERRENO,-34.5869152,-58.4375628,138,1150000,PALERMO,14,VTA,TERRENO,-34.5869152,-58.4375628,138,1150000,PALERMO,14,-58.4274154,1230.56768614465,VTA,TERRENO,-34.5869152,-58.4375628,138,1150000,PALERMO,14,-58.4475730925312,1061.73162633038,907,Obelisco,5462.52574192466,0.4930045575580867,13.955272500339433,4.927253685157205
1498,VTA,TERRENO,-34.5959051,-58.437471,241,420000,VILLA CRESPO,15,VTA,TERRENO,-34.5959051,-58.437471,241,420000,VILLA CRESPO,15,-58.4274154,2024.38763269611,VTA,TERRENO,-34.5959051,-58.437471,241,420000,VILLA CRESPO,15,-58.4397714984155,399.918814918245,757,Obelisco,5198.63445816532,-0.5058955156566538,12.948009990259552,5.484796933490655
1499,VTA,TERRENO,-34.6034232,-58.4370783,234,900000,VILLA CRESPO,15,VTA,TERRENO,-34.6034232,-58.4370783,234,900000,VILLA CRESPO,15,-58.4436522,1855.75878150815,VTA,TERRENO,-34.6034232,-58.4370783,234,900000,VILLA CRESPO,15,-58.4312738603246,550.493614829258,725,Obelisco,5089.65787660553,0.27355005424093937,13.710150042306449,5.455321115357702
1500,VTA,TERRENO,-34.5758094,-58.4370701,2700,2500000,PALERMO,14,VTA,TERRENO,-34.5758094,-58.4370701,2700,2500000,PALERMO,14,-58.435404,153.314092549721,VTA,TERRENO,-34.5758094,-58.4370701,2700,2500000,PALERMO,14,-58.4350135337338,201.270411811154,473,Obelisco,5957.54271734204,-0.4763839924111741,14.73180128983843,7.90100705199242
1501,VTA,TERRENO,-34.6026637,-58.4370162,200,730000,VILLA CRESPO,15,VTA,TERRENO,-34.6026637,-58.4370162,200,730000,VILLA CRESPO,15,-58.4436522,1937.41780801757,VTA,TERRENO,-34.6026637,-58.4370162,200,730000,VILLA CRESPO,15,-58.4397714984155,481.680954062883,870,Obelisco,5085.23225430138,0.1563781376472532,13.500799813124575,5.298317366548036
1502,VTA,TERRENO,-34.6038757,-58.4369937,224,786000,VILLA CRESPO,15,VTA,TERRENO,-34.6038757,-58.4369937,224,786000,VILLA CRESPO,15,-58.4436522,1810.95967790915,VTA,TERRENO,-34.6038757,-58.4369937,224,786000,VILLA CRESPO,15,-58.4312738603246,558.033998403132,716,Obelisco,5081.80472089201,0.16375410582224023,13.574712071411344,5.4116460518550396
1503,VTA,TERRENO,-34.603592,-58.4369001,224,790000,VILLA CRESPO,15,VTA,TERRENO,-34.603592,-58.4369001,224,790000,VILLA CRESPO,15,-58.4436522,1843.48506094964,VTA,TERRENO,-34.603592,-58.4369001,224,790000,VILLA CRESPO,15,-58.4312738603246,539.901409728377,737,Obelisco,5073.21968770311,0.16883025885410016,13.579788224443204,5.4116460518550396
1504,VTA,TERRENO,-34.6042134,-58.4368802,168,1390000,VILLA CRESPO,15,VTA,TERRENO,-34.6042134,-58.4368802,168,1390000,VILLA CRESPO,15,-58.4436522,1779.34334171778,VTA,TERRENO,-34.6042134,-58.4368802,168,1390000,VILLA CRESPO,15,-58.4312738603246,562.343176195169,676,Obelisco,5071.6479252233,0.9027570708794516,14.144814305106875,5.123963979403259
1505,VTA,TERRENO,-34.602937,-58.436824,168,679000,VILLA CRESPO,15,VTA,TERRENO,-34.602937,-58.436824,168,679000,VILLA CRESPO,15,-58.4436522,1914.3523517199,VTA,TERRENO,-34.602937,-58.436824,168,679000,VILLA CRESPO,15,-58.4312738603246,516.303749560515,756,Obelisco,5066.98708781339,0.1863191723134098,13.428376406540833,5.123963979403259
1506,VTA,TERRENO,-34.611622,-58.436813,443,760000,CABALLITO,6,VTA,TERRENO,-34.611622,-58.436813,443,760000,CABALLITO,6,-58.4436522,1052.80766607625,VTA,TERRENO,-34.611622,-58.436813,443,760000,CABALLITO,6,-58.4364285288493,739.43307043476,660,Obelisco,5140.22491591436,-0.1937541213969141,13.541073712262515,6.093569770045136
1507,VTA,TERRENO,-34.5792691,-58.4366421,335,1600000,PALERMO,14,VTA,TERRENO,-34.5792691,-58.4366421,335,1600000,PALERMO,14,-58.435404,411.372547051791,VTA,TERRENO,-34.5792691,-58.4366421,335,1600000,PALERMO,14,-58.4350135337338,477.766535593213,504,Obelisco,5732.67999858319,0.30255287360678157,14.28551418721001,5.814130531825066
1508,VTA,TERRENO,-34.5886112,-58.4366323,408,1250000,PALERMO,14,VTA,TERRENO,-34.5886112,-58.4366323,408,1250000,PALERMO,14,-58.4274154,1304.14530617568,VTA,TERRENO,-34.5886112,-58.4366323,408,1250000,PALERMO,14,-58.4475730925312,1061.2470284386,940,Obelisco,5320.07867237031,-0.06004789969037719,14.038654109278484,6.0112671744041615
1509,VTA,TERRENO,-34.5890334,-58.4364864,142,600000,PALERMO,14,VTA,TERRENO,-34.5890334,-58.4364864,142,600000,PALERMO,14,-58.4274154,1331.73765963033,VTA,TERRENO,-34.5890334,-58.4364864,142,600000,PALERMO,14,-58.4475730925312,1059.80991084515,921,Obelisco,5292.75976289763,-0.1743586924556815,13.304684934198283,4.955827057601261
1510,VTA,TERRENO,-34.5810831,-58.4364295,180,490000,PALERMO,14,VTA,TERRENO,-34.5810831,-58.4364295,180,490000,PALERMO,14,-58.435404,603.982454443936,VTA,TERRENO,-34.5810831,-58.4364295,180,490000,PALERMO,14,-58.4350135337338,667.789474073452,515,Obelisco,5622.74005739452,-0.5161039903034895,13.102160670086809,5.19295685089021
1511,VTA,TERRENO,-34.6324344,-58.4362473,390,650000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.6324344,-58.4362473,390,650000,PARQUE CHACABUCO,7,-58.4436522,1613.12255186885,VTA,TERRENO,-34.6324344,-58.4362473,390,650000,PARQUE CHACABUCO,7,-58.4338162502395,538.304588446764,393,Obelisco,5938.8547229999,0.08587336700225423,13.38472764187182,5.966146739123692
1512,VTA,TERRENO,-34.6263861,-58.436244,215,580000,CABALLITO,6,VTA,TERRENO,-34.6263861,-58.436244,215,580000,CABALLITO,6,-58.4436522,1043.66962351884,VTA,TERRENO,-34.6263861,-58.436244,215,580000,CABALLITO,6,-58.4338162502395,286.908989913485,574,Obelisco,5607.55955651992,-0.03960472538748973,13.270783382522602,5.3706380281276624
1513,VTA,TERRENO,-34.5923885,-58.4362297,437,600000,VILLA CRESPO,15,VTA,TERRENO,-34.5923885,-58.4362297,437,600000,VILLA CRESPO,15,-58.4274154,1627.04869678896,VTA,TERRENO,-34.5923885,-58.4362297,437,600000,VILLA CRESPO,15,-58.4397714984155,798.87001674221,640,Obelisco,5167.32781855718,-0.49863042193296614,13.304684934198283,6.07993319509559
